Tweet,Polaridad,Subjetividad
"Hola Pepe, buenos días. Te atiende Sofía, es un gusto saludae. ¿Nos podrías compair vía DM mayor detalle de la situación que presentas con tu aplicación BBVA México, por favor? 1/2",0.39999999999999997,0.3666666666666667
"Manifestando ganarme el soeo de HeyBanco. Hecho esta, lo declaro, soy abundancia.",0.8,0.4
"Hola! He mantenido un buen historial con ustedes, tengo la duda de qué hacer para que me aumenten la línea de crédito TDC?",0.7,0.6000000000000001
Gracias ayer me atendieron rápido por llamada ya quedo resuelto,0.26666666666666666,0.35
"Año Nuevo, novedades nuevas ¿que les parece este ajuste de HEYBANCO? Anualidad y HEY PRO forzado 🙌 Me parece una mejor opción",0.11818181818181817,0.4022727272727273
"Hay que transmitir información fidedigna y real, ya lleva algunos años operando...",0,0.2
"Te recomiendo Hey banco, no tiene nada de eso y puedes retirar en cualquier HSBC o inbursa sin comisión.",0.08,0.92
"Hoy fui a la Fanshop de Hey banco y me la pasé super chido, además hice un amix ✨",0.8,0.75
"otra opción que en lo personal podría recomendae, también tiene buenas promociones y MSI",0.35,0.45000000000000007
la mejor,1,0.3
Va gracias les mande dm,0.2,0.2
está mejor,0.5,0.5
puro ese mejor nu nu fonite foniteog,1,0.3
"Yo: voy a trabajar Mi hermana: Oye, entonnces cómo valido mi HeyBanco Papás: Oye, que hay un tema con el depa ;_; jajajaja pero bueno, agradezco que haya alguien allá que me ayude a resolverlo.",0.2,0.5
"Tengo un Pixel 5, genio.",-0.4,0.74
Si ya todo bien Señor Lampi🙌🏻,0.7,0.6000000000000001
"Uy, ya los contacté, incluso les mande video al correo electrónico que me señalo la persona que me contestó, actualice mi sistema operativo y sigue igual, esto sucede solo con la app del Banco Hey, tengo apps de otros bancos y funcionan perfecto.",0.21875,0.625
🎁 ¡Promoción para todos nuestros clientes Hey! Aprovecha las compras de temporada y recibe recompensas en efectivo. ¿List@ p…,0.35,0.63
Gracias,0.2,0.16
Ya llame y ya me ayudaron gracias,0.2,0.2
No tiene límites jajaja gpt-4 gratis,0.4,0.8
"Quedó solucionado el fin de semana, gracias",0.2,0.2
Listo ya quedó muchas gracias.,0.15333333333333335,0.25333333333333335
"HeyBanco y nu son mucho mejores, para los que andan buscando moverse.",0.5,0.5
"Por si ocupan, excelentes alternativas a BancoAztecaEnQuiebra 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados.",1,1
"Excelentes alternativas a 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",1,1
"Excelentes alternativas a : 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",1,1
"Excelentes alternativas a Banco Azteca: 1. HeyBanco - Sin comisiones, contratación en línea, +23K puntos para retirar $ 2. NuBank - Sin comisiones, contratación en línea, retiro de efectivo en supermercados",1,1
¡Celebramos 6 años en Hey Banco! 🎉 Gracias por confiar en nosotros en este viaje; tu apoyo ha sido fundamental para nuestro…,0.6,0.02
"Buen día, envié correo justo ahora. Gracias.",0.4928571428571428,0.5678571428571428
Buenos días. Con la maravillosa sorpresa de que mi cuenta amaneció en ceros 🤡,0.85,0.8
Listo!!,0,0
"Raro, yo he realizado varias transacciones sin problema",0.15,0.45
la mejor opción rendimiento del 13%,1,0.3
Hola! También me gustaría unirme porfa.,0.26,0.35
"Agrega la app nunca me ha fallado, su proceso de contratación es ágil pues al par qué abres la cuenta te evalúa para la tarjeta de crédito; depósitos y transferencias inmediatas.",0.25,0.5166666666666667
Dinero deberían darme los de pero gracias por un año de servicios.,0.2,0.2
"Muchísimas gracias! se comprometió a resolver el problema con fecha límite al 25 de enero de 2024, de no ser así enseguida me pondré en contacto con",0.2,0.2
Muchas gracias,0.2,0.2
"Les agradezco mucho la atención, me pondré en contacto con ustedes.",0.26,0.26
estamos más que listos 🤩😍 ansiosos Desconéctate por 3 días en el Acústico Hey Banco de TecatePalNoe 🔌,0.15,0.6666666666666666
Funciona mucho mejor que el de 🤡🤡,0.5,0.5
Jajajaja lo amé,0.44999999999999996,0.6000000000000001
"Hola, buenas tardes. Te atiende Luz, es un placer saludae. Con gusto podemos apoyae, por favor escríbenos a nuestra cuenta oficial en Twitter ( ) para brindarle seguimiento a tu solicitud y compaie la información correspondiente. 1",0.6,0.8
"Listo, gracias.",0.2,0.35
Hola valdría la pena que cuando hagan cambios dan un resumen de los cambios realizados en el contrato y no manden las 60 hojas completas. 😬 CharlyTip mejora la experiencia del cliente.,0.32499999999999996,0.325
Me encantan las respuestas de a las fallas repoadas en su App 🙄,0.5,0.6
"de debito puedes pedir nu desde la app, tmb hey banco, yo tengo esa y no me piden minimo ni me cobran por manejo de cuenta, esa la abri xq tuve un pedo con la nomina en banamex y la usaba como para ahorrar pero ahora la uso casi para todo heejej, la tj fisica me costo 109 creo",-0.05,0.37142857142857144
"Y aprovecho el tuit para recomendarles a hey banco, yo lqm 🫶🏽 ni una sola queja en dos años",-0.185714286,0.20714285714285713
interesante,0.5,0.5
Mejor aumenten líneas de crédito! 😭😭😭😭,0.5,0.5
"Hey banco no, es ilimitado jajajaja, suena increíble.",0.55,0.7
"Cada más agradecido de peenecer a !! Si ocupan un banco que solucione, este es el mero bueno! Thkss",0.140625,0.5
"Por eso me encanta Su app es simplemente increíble! 💯. Además de ser super intuitiva, Cashback en todas tus compras…",0.27777777777777773,0.5412698412698412
"Aaawww que bonito, hey Banco mucho la cola :D",0.7166666666666667,0.9666666666666667
Gracias,0.2,0.16
trae la de hey banco 😍🥹 humilde mi chiquito,-0.19375,0.45
"Para los que se preguntan dónde conseguir la tarjeta, la pueden sacar en Hey Banco con muchos diseños a elegir",0.5,0.5
"Ya es lo que empezaré a hacer, gracias….",0.2,0.21
"Jajaj FIJA-TÈ como no te dije pero en fin.... so far, so good 😄🌈",0.2,0.4
"Mira amixe al fin, abrí mi cuenta me llegó super rápido, en 2 días, por dhl y pues nada, me ha encantado!! 🤩🤩🦄",0.3833333333333333,0.5333333333333333
¡Celebra el amor con estilo este San Valentín! ❤️ Descubre las últimas colecciones de tus marcas favoritas aquí: SomosHey HeyMedia HeyBanco SanValentín Regalos,0.5,0.6
Comerciales tan ganadores como los Kansas Chiefs que nos dejó el SuperBowl este año: SomosHey HeyMedia HeyBanco Comerciales SBLVIII MichaelCera JLo MainScorsese,0.16666666666666666,0.25
por favor de su apoyo para saber los módulos que tienen en CDMX. Gracias.,0,0
"Ya se arregló, gracias.",0.15000000000000002,0.2
tenencia a 6MSI y los amo! 🥰 🫣,0.5,0.6
Al fin recuperé mi cuenta de Los amo! 🫱🏻‍🫲🏾,0,1
"Hey, hey, hey, banco 👌✔️ Esto es perfecto",1,1
Gracias por la información. Me fue muy útil.,0.29500000000000004,0.1
"Ya tengo 11 meses con la TDC garantizada con buen uso, cuando me van a graduar? Recuerdo que cuando la contraté decía 6 meses de buen uso :(",0.21666666666666665,0.7333333333333334
nunca falla 😎,0.25,0.3
"Muchas gracias, ya salí del apuro gracias a y .",0.086666667,0.22
Jaja gracias! 👏,0.2,0.3
Gracias por la atención,0.2,0.2
"Muchas gracias, ya quedó :)",0.38,0.63
"Hice por mail una sugerencia en la app en cuanto a que den facilidades para modificar/actualizar un dato como lo es el número de cel. Me responden de que me comunique por teléfono, y a ver que me digan ahí. Qué facilidad ayuda viene a ser esa...!? Nomás no sacan de apuros. ✌🏽",0,0.5
Gracias por la atención!,0.25,0.2
"Hola, buenos días. Te atiende Luz, es un placer saludae. Para nosotros son muy impoantes tus comentarios, por lo que nos interesa saber más sobre tu experiencia. ¿Nos puedes brindar mayor detalle de la situación que presentas, por favor? 1",0.18055555555555555,0.5166666666666667
Gracias ya hable vía telefónica y se resolvió mi inquietud,0.22,0.2
Te amo Gran experiencia ir a la hey shop Lxs tqm,0.65,0.675
"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción.",1,0.3
Buen dia! Hay alguna promocion a MSI para el pago de tenencia del ? Saludos,0.7,0.6000000000000001
"Yo sí recomiendo! Aunque siento que es difícil que te la aprueben si nunca has tenido una, o si no tienes historial con banamex (al menos he escuchado casos así), mi primera tdc fue de heybanco y recomiendo, en ese tiempo daban 1 o 2% de recompensas en compras con la tarjeta+",-0.183333333,0.5777777777777777
"Gracias a por invitarnos a conocer más sobre la colección retro así como los detalles y obsequios ! Mi Tarjeta es la de Anime , acorde para comprar los boletos de cine para la nueva película de rascaldoesnotdream",0.27878787878787875,0.38484848484848483
Hola. Estaremos encantados de asistie de la mejor manera. Te invitamos a que nos escribas un DM y con gusto te ayudaremos con toda la información que requieres. Estaremos pendientes de ti.,0.6375,0.6375
gracias didi por la confianza y incrementar mi línea de crédito a 20k ni y mean ofreciendo tanto crédito gracias solo faltaría los MSI,0.014583333333333337,0.3895833333333332
"Hola! Gracias, acabo de enviar correo.",0.25,0.18
"hola, Les mande dm :)",0.5,1
Ayer me gané un sombrerito en y real me quedaba con mi outfit jajajaja y fui feliz todo el festival. Me lo chulearon mucho 💜☺️🤭,0.4000000000000001,0.6
A diferencia de ustedes han demostrado una verdadera comprensión de las necesidades de sus clientes. ¡Gracias por hacer posible que mis proyectos se hagan realidad! 🙌🏼💙,0.35,0.65
TE AMO UN CHINGO 😍,0.5,0.6
Akamba regresa gracias a Aprovecha la venta PRE Cael presentada por Hey Banco. Disfruta de esta etapa única…,0.2875,0.6
Para mí eso es más que suficiente.,0.25,0.5
"Me recomendaron charliehack50 en TELEGRAM. Él puede ayudae a solucionar este problema. Recuperé el mío con su ayuda, así que lo recomiendo como la mejor y más rápida opción.",1,0.3
También necesito ayuda,-0.21,1
Listo!,0.13,0.2
Gracias ya lo solucione,0.2,0.2
"buenos días, llevo desde el otro fin de semana tratando de pagar mis tarjetas pero no puede transferir a hey banco desde mi cuenta principal. ME REGRESAN TODAS LAS TRANSFERECIAS AYUDA",0.2472222222222222,0.4361111111111111
Y así es como le ganó la carrera de las fintech a Con una aplicación que siempre funciona y es amigable con el cliente.,0.375,0.5
Gracias,0.2,0.16
gracias 🤩,0.24,0.21
Gracias,0.2,0.16
los amo! Gracias ya pude entrar a mi App saludos 😆,0.5,0.6
Sigue sin dejarme aumentar mi linea de la tarjeta de crédito garantizada,-0.3,0.24
"Ahora confirmo, gracias estimado",0.2,0.2
😔 de acuerdo!! Muchas gracias.,0.490625,0.35
"Tío cuando me van a graduar, tengo la TDC garantizada ya hace más de un año que la saqué, y recuerdo que decían que con 6 meses de buen uso, ayuda :c",0.6,0.55
"una duda, con quién tengo que ver si tengo problemas para aumentar mi línea de crédito de mi tarjeta hey garantizada, la app no me deja marca un error. Me pasa igual en mis 2 teléfonos que tengo.",-0.1,0.1625
"Wey, lo mejor de es que puedo pagar con Apple Pay 🤩🥳",1,0.3
